Total_Pop,Total_Males,Total_Females,Median_Age,Total_Veterans,Total_White_People,Total_Afr_Am_People,Total_Asian,Total_American_Ind_Alk_Ntv,Total_Cuban_Origin,Total_Puerto_Rican_Origin,Total_Dominican_Origin,Total_Mexican_Origin,Total_Native_US,Total_Non_Citizens,Total_Foreign_Born,Total_Children,Total_Married_Households,Total_Less_Highschool,Total_Bachelor_Holders,Total_STEM,Total_Business_Degree,Total_Labor_Force_Eligible,Total_Employed,Total_Unemployed,Median_Household_Income,Median_Income,Below_Poverty_Level_LTM,Total_Wealthy_Households,Gini_Index,Median_Age_Of_Worker,Total_Workers,Total_Working_Agricult,Total_Working_Construction,Total_Working_Manufacturing,Total_Working_Retail,Total_Working_Transportation,Total_Working_Finance,Total_Working_Education,Total_Working_Health,Total_Working_Food,Total_Working_Public_Admin,Total_Working_Information,Median_Gross_Rent,District_Name,State_Id,CD,State,CD_Id_Year,Previous_Presidential_D,Previous_Presidential_R,Target_Presidential_D,Target_Presidential_R
672009,327385,344624,44.5,52561,633698,9651,9351,2398,619,2950,466,3404,637505,11442,28331,128390,133339,30345,116954,18525,25589,358798,343580,15218,59452,29404,67727,12183,0.4501,42.9,347546,6930,23801,32740,43866,10699,26098,34917,58192,26481,12939,7533,889,"Congressional District 1 (114th Congress), Maine",23,01,ME,ME-01-2016,59.6,38.2,54.1,39.3
657319,323645,333674,44.6,54527,624376,5144,3940,6568,960,2858,253,1951,633722,7696,16363,127469,131103,49254,70559,12438,15949,315368,295989,19379,44560,22692,104893,4838,0.4425,42.5,300868,10505,23078,27894,41034,14091,14485,33084,55261,18460,12408,5017,701,"Congressional District 2 (114th Congress), Maine",23,02,ME,ME-02-2016,53.0,44.4,41.1,51.4
725499,357011,368488,42.4,49328,601650,85217,16105,1188,847,6528,710,8173,680070,17094,37046,155901,147353,47617,90929,16252,31226,374044,354599,19445,69824,32114,66806,17018,0.4393,42.9,356356,5426,28226,28229,43812,15820,23942,34438,48299,26933,25783,5568,1014,"Congressional District 1 (114th Congress), Maryland",24,01,MD,MD-01-2016,37.7,60.4,33.4,62.0
763156,364559,398597,36.3,47439,423026,262583,39707,2593,1222,7588,1763,16844,660007,51784,92713,177775,121692,59408,95806,19740,33771,394837,372411,22426,62278,32023,86190,12966,0.4321,39.8,373656,604,21274,21807,46696,18506,21272,34767,54799,22906,33951,7408,1188,"Congressional District 2 (114th Congress), Maryland",24,02,MD,MD-02-2016,63.1,35.0,60.1,35.7
758683,365469,393214,36.7,47242,494203,151158,60094,1761,2096,7808,1961,15129,621421,55963,123806,161509,132584,48313,131936,23282,44808,416097,393635,22462,81231,39773,58359,31713,0.4474,38.3,395018,423,21815,18575,37013,16334,25396,41546,57880,28953,36827,9959,1394,"Congressional District 3 (114th Congress), Maryland",24,03,MD,MD-03-2016,60.7,37.1,62.8,32.3
745629,358496,387133,36.8,49195,216190,394713,26042,2407,946,3155,3287,14480,591666,88459,145109,174870,109834,66615,98830,15723,37991,418522,395140,23382,78412,36961,64785,20487,0.4117,40.6,395429,608,33405,8848,38434,23739,16490,34091,49565,30748,50950,7833,1357,"Congressional District 4 (114th Congress), Maryland",24,04,MD,MD-04-2016,78.1,20.8,77.2,19.7
760734,371959,388775,38.2,62617,378886,286218,31762,1818,2073,6403,1236,17277,657900,47725,90895,171285,136882,43404,101324,14759,37221,409061,389781,19280,91820,42106,49312,26422,0.3793,41.8,393701,1783,32220,10939,34779,18886,20160,38394,44838,22969,63652,8226,1511,"Congressional District 5 (114th Congress), Maryland",24,05,MD,MD-05-2016,66.1,32.4,64.1,32.1
761921,377979,383942,38.4,39378,520219,105018,83299,1356,2092,6422,1691,10630,588457,76850,161110,181487,147103,53682,111843,20184,38342,394737,377158,17579,73641,35388,67912,31111,0.4673,41.7,378323,2482,26884,20860,36904,15671,24854,32614,46925,25368,34260,8702,1259,"Congressional District 6 (114th Congress), Maryland",24,06,MD,MD-06-2016,55.2,42.8,55.3,40.2
729001,348575,380426,38.3,39414,254691,393457,53326,1372,382,4217,722,3671,643429,34767,77107,155414,96984,56846,101932,17024,36065,358189,328142,30047,59026,30550,118009,22024,0.5126,40.1,329932,703,14141,15451,31335,17576,20984,37668,57508,19107,33162,6575,1044,"Congressional District 7 (114th Congress), Maryland",24,07,MD,MD-07-2016,76.2,22.3,75.8,20.2
731545,380433,351112,35.0,57225,469771,22551,43678,115544,1610,6537,3021,28490,655014,21169,58378,179749,124608,31090,89583,15925,23336,346470,325959,20511,75463,34921,71938,23386,0.4376,38.4,338011,16537,22264,14085,34999,32272,14616,30959,51961,20541,32741,6274,1201,"Congressional District (at Large) (116th Congress), Alaska",02,AL,AK,AK-AL-2020,37.6,52.8,43.0,53.1
782088,398906,383182,39.0,51824,502033,22032,12520,180019,982,3522,0,156464,724308,27338,50056,177615,135058,63085,78190,15883,19656,313326,293464,19862,56117,27934,134624,11471,0.4563,39.8,301393,13998,20430,21507,33785,15716,11967,36177,39502,29946,22270,3905,971,"Congressional District 1 (116th Congress), Arizona",04,01,AZ,AZ-01-2020,46.6,47.7,50.1,48.4
733197,362703,370494,41.5,70339,599844,31650,20725,10104,1119,6384,871,187332,633495,43136,84716,138610,134113,46014,106911,20055,28985,340418,324380,16038,54835,30553,93723,16894,0.4783,38.4,325435,3911,19385,22792,37496,13896,21457,35744,48887,26440,20789,4203,883,"Congressional District 2 (116th Congress), Arizona",04,02,AZ,AZ-02-2020,49.6,44.7,54.5,43.9
801531,402357,399174,32.1,36978,596963,35114,13733,37049,3496,6432,532,482389,623714,90280,167691,216296,115805,109264,51686,9295,16621,370885,342241,28644,54583,26071,130491,7094,0.4214,36.3,346135,12088,26937,21206,44195,26825,19740,30247,40721,27988,20424,5599,951,"Congressional District 3 (116th Congress), Arizona",04,03,AZ,AZ-03-2020,62.4,32.5,62.8,35.7
825763,415884,409879,48.7,86450,725078,13707,8637,18525,2654,2866,228,143311,759203,26834,58911,153660,174997,67139,81908,14993,25814,323903,306715,17188,55040,28197,97296,12049,0.4309,41.0,307949,6159,27022,18778,40459,15967,22693,23721,42892,25603,19770,3984,962,"Congressional District 4 (116th Congress), Arizona",04,04,AZ,AZ-04-2020,27.5,67.7,30.6,68.0
849917,417522,432395,39.3,54958,704936,33878,45334,9390,795,7726,568,113514,752988,35566,82743,215657,171551,32642,143479,24941,53509,425666,409567,16099,82540,40083,54956,31288,0.4208,41.4,410184,2049,28769,40928,43685,23946,42143,35622,54921,25607,14626,6103,1331,"Congressional District 5 (116th Congress), Arizona",04,05,AZ,AZ-05-2020,36.5,57.6,41.9,56.4
814971,402572,412399,43.2,47420,673502,24601,46309,15165,2501,5065,1945,119836,683642,62021,119155,154912,161299,50475,155437,24351,68726,432643,417715,14928,76615,39823,69993,44187,0.4946,41.6,418800,1575,26597,26468,50417,17626,53475,30342,53863,32779,10009,7173,1277,"Congressional District 6 (116th Congress), Arizona",04,06,AZ,AZ-06-2020,42.4,52.4,47.3,51.4
853856,422907,430949,30.6,23896,622724,84627,21031,21738,2942,7514,1169,495262,633036,144313,209544,245413,96972,146381,56005,9808,17189,412069,389860,22209,49066,26005,194257,7268,0.4305,36.8,391716,2424,49264,29396,46651,27219,30289,25250,40385,35523,14296,5460,991,"Congressional District 7 (116th Congress), Arizona",04,07,AZ,AZ-07-2020,71.8,22.6,73.7,24.7
798544,383897,414647,42.9,66960,661387,40530,30104,10491,1770,4469,471,138092,702968,34749,84847,172179,163982,46929,113324,21834,45898,369059,352354,16705,73632,35348,71814,17729,0.4077,41.6,353220,2233,27116,18309,47266,23465,39747,28210,49929,25206,17343,6076,1366,"Congressional District 8 (116th Congress), Arizona",04,08,AZ,AZ-08-2020,37.0,58.1,41.4,57.3
818850,414187,404663,33.3,39529,615343,57590,43328,29792,1888,4815,483,188570,688739,72777,118638,165306,118554,51069,144098,21291,47468,465557,445032,20525,65379,35472,111288,27181,0.4670,35.3,450470,1183,28922,32996,47142,19703,47376,48425,54279,39624,12542,9533,1164,"Congressional District 9 (116th Congress), Arizona",04,09,AZ,AZ-09-2020,54.7,38.4,60.8,37.3
719048,355908,363140,40.1,44244,556680,126465,3775,1951,236,2700,0,18096,700659,7721,14283,163224,130683,68981,53976,13047,16115,317761,297537,20224,43193,24486,126200,8000,0.4720,40.0,299282,11686,22059,48114,37153,18150,13043,29270,47162,17483,14229,2543,675,"Congressional District 1 (116th Congress), Arkansas",05,01,AR,AR-01-2020,30.2,65.0,27.9,69.1
767662,369928,397734,38.0,50090,543432,178792,11921,2763,492,1070,53,30063,729302,15460,31606,175520,133015,49988,96010,20265,32042,364701,351394,13307,53600,28639,109517,12078,0.4794,38.9,353600,4272,25153,29901,44885,20778,20077,30148,61168,25307,20100,6683,812,"Congressional District 2 (116th Congress), Arkansas",05,02,AR,AR-02-2020,41.7,52.4,44.3,53.1
829149,407497,421652,36.2,48396,695183,25683,25356,8771,561,3641,113,83793,737102,56870,84567,203357,158991,74545,100363,18080,37184,397316,378141,19175,54310,27872,117703,18430,0.4750,38.7,379820,7967,30043,53989,57533,25386,15164,33288,46365,29227,10584,3609,787,"Congressional District 3 (116th Congress), Arkansas",05,03,AR,AR-03-2020,30.5,61.9,35.2,61.9
701945,341372,360573,41.4,42266,519725,136528,5026,3731,50,386,397,36569,674550,16586,23830,156911,130490,61479,56836,8200,17321,303382,289725,13657,43824,24309,121319,6239,0.4556,40.9,292389,12563,16326,50499,31841,15217,12706,28825,43798,22550,16541,2965,650,"Congressional District 4 (116th Congress), Arkansas",05,04,AR,AR-04-2020,31.3,64.2,29.6,67.7
711905,357401,354504,41.1,47806,603558,11113,21669,11588,1327,3057,197,86438,659940,19993,44739,144518,129965,47868,87167,13636,20558,313961,296709,17252,61433,29314,96099,18102,0.4800,39.5,299668,10811,23067,21448,33940,15993,13628,32048,44063,24886,21245,5159,1095,"Congressional District 1 (116th Congress), California",06,01,CA,CA-01-2020,36.5,56.2,41.1,56.4
708434,349875,358559,44.9,35694,565797,12978,27941,17486,359,2046,588,91033,607178,44863,89889,136101,131866,47443,137892,17644,32066,356452,340028,16424,80051,38040,67681,48047,0.5298,42.4,343868,9301,27953,22366,40390,10189,23160,28415,45753,25385,16014,7328,1555,"Congressional District 2 (116th Congress), California",06,02,CA,CA-02-2020,69.0,23.3,73.6,23.9
755811,377848,377963,35.5,46701,519095,47499,85141,9194,185,7227,69,195572,604342,63653,137823,172956,126727,66254,83536,15781,19341,350112,333414,16698,73191,33737,93897,21709,0.4600,38.1,335367,13007,25048,24593,38892,20522,17251,40129,44986,22582,22738,4427,1419,"Congressional District 3 (116th Congress), California",06,03,CA,CA-03-2020,53.0,40.4,54.9,42.7
757806,376992,380814,44.9,52835,639821,12709,44874,9204,1149,5407,139,69528,670824,27152,74906,155497,163735,38991,131043,18233,40261,355791,340719,15072,86374,39874,62851,38777,0.4572,42.9,343019,5764,24563,19829,37427,17590,24993,25593,46864,28541,24636,6042,1465,"Congressional District 4 (116th Congress), California",06,04,CA,CA-04-2020,39.3,54.0,43.9,53.7
726072,352954,373118,41.5,33779,453790,48040,84774,3710,1542,4310,0,162343,569194,62419,143237,145783,125682,60200,108698,18837,31745,383340,369206,14134,85856,39475,55945,35289,0.4443,40.7,372431,10045,27802,33268,41789,20752,18559,31294,53021,30726,15522,7152,1744,"Congressional District 5 (116th Congress), California",06,05,CA,CA-05-2020,69.2,24.3,72.4,25.3
781943,383033,398910,33.9,32337,387825,92358,118604,5602,984,6134,454,194440,598505,78629,173285,194506,110669,69034,102207,14022,26709,391024,369304,21720,64687,32327,119183,18399,0.4540,36.9,370793,3084,27831,17530,46260,22920,24003,26735,51757,27906,35488,6009,1321,"Congressional District 6 (116th Congress), California",06,06,CA,CA-06-2020,69.2,24.4,70.3,27.2
756668,367249,389419,39.1,39220,457105,54756,134309,4656,1264,5262,223,102493,588479,60546,156690,167470,136557,48066,118074,19318,37158,388025,367209,20816,77786,38180,75449,29183,0.4328,40.8,367575,2362,27114,20622,38457,20560,27871,26537,53334,29132,37828,5412,1412,"Congressional District 7 (116th Congress), California",06,07,CA,CA-07-2020,52.3,40.9,55.6,41.9
723311,363499,359812,33.4,39046,534310,61499,17192,10955,1418,6218,606,282625,611292,50690,102047,203306,113765,77670,48977,10104,13889,288311,263821,24490,56140,26929,116895,7612,0.4431,38.7,264457,3281,20427,17165,30987,26894,8155,23553,35494,20099,19965,2957,1123,"Congressional District 8 (116th Congress), California",06,08,CA,CA-08-2020,39.6,54.7,43.6,54.0
784956,390823,394133,35.7,31308,416134,74791,127566,5361,242,6323,0,264490,602578,75497,172080,206725,127317,94615,77489,12994,25557,361774,340356,21418,72237,31963,102918,24115,0.4557,39.9,341905,16203,32521,24364,39973,30862,15901,28276,49464,20267,17194,4681,1257,"Congressional District 9 (116th Congress), California",06,09,CA,CA-09-2020,56.6,38.0,57.9,39.9
764859,376067,388792,34.8,27153,586647,27051,56313,5538,1288,6211,73,312817,604184,75697,152896,201241,127872,89312,64339,9154,19662,357769,334107,23662,69647,32069,88922,15133,0.4235,39.9,334499,16491,32482,32825,40828,28014,11197,27588,38025,24184,14890,4091,1319,"Congressional District 10 (116th Congress), California",06,10,CA,CA-10-2020,48.5,45.5,50.3,47.4
765504,373815,391689,39.8,25626,413527,56424,113376,4347,481,4164,213,159415,538991,103017,213789,168901,145031,66579,141176,19932,44777,394775,378429,16346,103580,44930,65679,58057,0.4884,41.1,380069,2474,27439,22419,35585,20138,29952,32048,51561,29828,15276,7383,1891,"Congressional District 11 (116th Congress), California",06,11,CA,CA-11-2020,71.5,22.7,74.3,23.6
779824,399183,380641,38.0,18844,365775,45145,255709,3317,2814,4833,467,56251,511013,93831,251226,105720,110819,68432,223942,23728,70987,494816,476853,17963,127290,61242,73332,104792,0.5048,36.5,481017,588,14815,26200,40997,18662,39079,29915,50680,38598,14758,34193,1933,"Congressional District 12 (116th Congress), California",06,12,CA,CA-12-2020,86.2,8.7,86.1,11.9
768889,373607,395282,37.0,21974,312008,134938,159253,7199,1084,6139,310,115138,557015,91106,197608,140925,113855,63108,166580,22210,36814,427033,408979,18054,91514,44828,98660,55294,0.4989,37.9,414325,1711,20773,23470,33449,23168,25013,46025,51306,26959,16871,15823,1752,"Congressional District 13 (116th Congress), California",06,13,CA,CA-13-2020,87.4,6.8,88.9,9.0
742980,365789,377191,40.1,20982,324124,18900,269620,3450,1128,2579,159,102192,437937,111536,290736,136453,132696,59587,156655,23090,55323,426794,414651,12143,125980,50672,48260,77138,0.4711,40.1,417400,1733,22960,28250,39067,25593,30386,30828,51925,33948,16198,18014,2453,"Congressional District 14 (116th Congress), California",06,14,CA,CA-14-2020,76.9,18.2,77.7,20.5
782312,391156,391156,39.2,21187,320614,38274,290377,3992,585,5798,458,127553,493635,112924,276729,178612,157577,51523,160260,22738,51339,416801,402637,14164,125018,51931,40958,68445,0.4289,41.9,403744,1304,20216,45820,43332,22815,26623,28526,49277,22231,12729,13831,2253,"Congressional District 15 (116th Congress), California",06,15,CA,CA-15-2020,69.9,24.2,71.5,26.4
753152,374588,378564,31.0,23137,421820,39749,69820,8599,1068,1398,41,443228,559930,113412,186776,223068,99919,142577,42817,7370,9533,321816,291682,30134,50401,23733,167683,8300,0.4621,37.0,292779,34771,24907,24934,28901,20058,8446,24033,37773,22223,15467,2188,1002,"Congressional District 16 (116th Congress), California",06,16,CA,CA-16-2020,58.0,36.4,58.8,38.9
790519,407258,383261,36.7,18934,218288,17918,439547,4637,605,2814,61,97881,384221,192466,396854,155909,159075,48124,173723,22845,52501,456294,440467,15827,147671,60438,39700,89630,0.4242,38.7,442953,514,17287,81922,32021,16625,16187,28983,44948,25855,10537,23278,2663,"Congressional District 17 (116th Congress), California",06,17,CA,CA-17-2020,73.9,20.5,72.5,25.5
753806,370021,383785,39.7,20146,471578,17848,184278,1667,991,1612,341,84457,506625,106978,235206,172161,154243,24934,164645,19770,50843,385256,375130,10126,149375,62482,33902,103587,0.5000,41.1,380274,1609,17991,48045,29924,7838,22053,45444,40813,16947,8656,20943,2399,"Congressional District 18 (116th Congress), California",06,18,CA,CA-18-2020,73.4,20.2,76.4,21.3
737535,375536,361999,37.4,19844,346098,20816,228588,3652,1145,3566,349,250521,451267,110876,272649,162140,119314,89237,120840,15702,33586,396480,381921,14559,107240,41259,52461,51906,0.4590,39.8,385650,2002,31366,57688,37592,14722,15352,29036,47019,26443,12767,9613,2075,"Congressional District 19 (116th Congress), California",06,19,CA,CA-19-2020,72.9,21.5,70.0,27.9
741838,371885,369953,35.6,25690,431723,17690,43204,4564,1361,4952,421,362015,541648,123123,186520,178963,114162,112954,83336,11113,16533,356792,340248,16544,80461,31276,90504,28956,0.4677,39.0,345120,42738,27188,22307,31589,13177,13793,36540,38976,28513,13507,4079,1700,"Congressional District 20 (116th Congress), California",06,20,CA,CA-20-2020,70.4,23.2,72.7,25.0
729460,382173,347287,29.8,18008,518642,21050,23102,12589,564,5257,183,522954,522397,138278,199299,223067,100634,160365,32602,4494,8991,290104,263231,26873,46037,22966,161809,4841,0.4493,37.1,263952,68814,16706,16754,24959,16933,5059,19142,25819,17394,15087,1205,895,"Congressional District 21 (116th Congress), California",06,21,CA,CA-21-2020,55.2,39.7,54.4,43.5
768917,383182,385735,33.0,30976,507640,24551,64218,7588,1276,4887,140,357907,629712,67307,133361,220684,130351,81786,76363,15537,19139,356473,332957,23516,66532,31853,115806,14833,0.4384,38.5,334061,28375,20181,23884,36137,18364,14050,35908,56727,18137,21946,3875,1114,"Congressional District 22 (116th Congress), California",06,22,CA,CA-22-2020,42.6,52.1,46.2,51.6
741557,372479,369078,35.1,38189,535011,50086,37043,7512,435,5460,79,264195,627090,52212,105271,194242,122073,72460,72822,12608,20802,329297,302854,26443,63550,30766,112412,15648,0.4622,38.9,302987,21959,22581,20355,29954,21316,11792,32000,39678,18422,27995,4203,1034,"Congressional District 23 (116th Congress), California",06,23,CA,CA-23-2020,36.1,58.1,40.5,57.1
737443,369803,367640,36.5,36351,592003,15063,37167,8554,738,4868,0,243552,594773,83565,134193,148124,121510,70394,102887,12803,26691,360922,347778,13144,76308,32285,83866,29861,0.4776,36.9,354158,25113,24213,23303,33144,13836,16606,41841,39651,37990,14117,5895,1650,"Congressional District 24 (116th Congress), California",06,24,CA,CA-24-2020,56.7,36.5,60.7,36.9
718949,358149,360800,37.2,24482,482656,72324,61940,11794,2989,5015,37,214427,577453,47905,133971,183256,126536,71137,87885,15136,27643,339133,323968,15165,84670,37084,73011,26299,0.4449,41.9,325250,1351,25047,33279,32476,21784,21834,28468,43460,23075,16495,12709,1660,"Congressional District 25 (116th Congress), California",06,25,CA,CA-25-2020,50.3,43.6,54.0,43.9
725535,360217,365318,38.4,30327,588465,14221,48373,5209,1279,3702,0,298335,555395,78792,158985,167192,125329,71389,108572,13590,36253,365586,350799,14787,91602,35144,57899,31768,0.4407,40.5,354043,18458,21640,32021,36734,13991,22817,32870,37005,28497,20314,8154,1847,"Congressional District 26 (116th Congress), California",06,26,CA,CA-26-2020,57.9,36.0,61.4,36.5
712783,346223,366560,41.5,17584,272974,27903,280320,4689,1670,2259,288,155131,430186,105278,275309,132674,125411,67676,142726,19606,44936,374675,362699,11976,90792,39087,61699,37099,0.4638,41.8,364788,1324,15557,25075,30323,20582,26031,42868,52316,27181,17342,11160,1719,"Congressional District 27 (116th Congress), California",06,27,CA,CA-27-2020,66.0,28.4,67.2,30.8
693299,340424,352875,40.0,14329,465624,18925,104561,3623,4774,4092,497,93256,413061,104269,269739,106814,111256,57836,172130,20725,43252,408448,386244,22204,74431,38149,86576,38565,0.5107,38.7,388105,837,16627,17088,34909,15012,22749,26083,47546,27910,10459,44444,1686,"Congressional District 28 (116th Congress), California",06,28,CA,CA-28-2020,72.1,22.3,70.9,27.2
717659,356367,361292,35.1,13292,417841,28855,53078,3929,1579,3092,50,331930,405028,146822,303707,162757,94505,137674,83490,8411,20169,385228,366415,18813,60970,26531,112677,12744,0.4514,38.0,366746,3167,37583,31900,40125,21241,17250,23410,46005,31750,10644,15914,1481,"Congressional District 29 (116th Congress), California",06,29,CA,CA-29-2020,77.7,16.8,74.1,23.7
764062,372265,391797,40.5,22045,470231,34250,94943,2473,3469,3521,127,136896,498025,99419,256482,143431,130635,58265,164684,19041,46801,431025,411605,19420,89460,40100,72186,46389,0.4919,41.1,412751,844,24643,25959,38833,14603,35131,32540,55217,28075,8254,33849,1826,"Congressional District 30 (116th Congress), California",06,30,CA,CA-30-2020,69.1,25.7,68.7,29.4
753576,369798,383778,34.2,28769,455935,84285,63191,3058,1393,5281,538,342693,587777,71923,156536,185922,112735,86833,77344,16110,25699,369358,350542,18816,70554,30714,90217,18019,0.4393,37.8,352798,2864,24822,24867,45222,35939,14584,35503,48256,23879,18650,3276,1365,"Congressional District 31 (116th Congress), California",06,31,CA,CA-31-2020,57.7,36.6,58.8,38.9
